customer_id,churn_probability,churn_prediction,actual_churn,customer_value,risk_tier,priority_score,revenue_at_risk,recoverable_revenue,net_benefit,wealth_tier,recommended_action
133064,0.0,0,0,0.4063,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133065,0.0001,0,0,0.5146,Low,0.0001,2.0,1.0,1.0,Premium,Standard retention nurture
133066,0.0047,0,0,0.5424,Low,0.0025,110.0,33.0,33.0,Premium,Standard retention nurture
133067,0.1864,1,0,0.3259,Low,0.0607,1774.0,532.0,32.0,Standard,Relationship manager follow-up
133068,0.0111,0,0,0.385,Low,0.0043,158.0,47.0,47.0,Standard,Standard retention nurture
133069,0.0008,0,0,0.118,Low,0.0001,2.0,1.0,1.0,Basic,Standard retention nurture
133070,0.0,0,0,0.0964,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133071,1.0,1,1,0.4479,Critical,0.4479,12438.0,3731.0,3231.0,Standard,Relationship manager follow-up
133072,0.0,0,0,0.4087,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133073,0.0001,0,0,0.3795,Low,0.0,2.0,1.0,1.0,Standard,Standard retention nurture
133074,0.0,0,0,0.2661,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133075,0.0,0,0,0.3436,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133076,0.0004,0,0,0.2073,Low,0.0001,1.0,0.0,0.0,Basic,Standard retention nurture
133077,0.0,0,0,0.4689,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133078,0.9999,1,1,0.2408,Critical,0.2408,7969.0,2391.0,1891.0,Basic,Relationship manager follow-up
133079,0.0052,0,0,0.5246,Low,0.0027,138.0,41.0,41.0,Premium,Standard retention nurture
133080,0.0,0,0,0.2679,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133081,0.0001,0,0,0.2701,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133082,0.0,0,0,0.7855,Low,0.0,0.0,0.0,0.0,Elite,Standard retention nurture
133083,0.0,0,0,0.2096,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133084,0.0,0,0,0.3962,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133085,0.0,0,0,0.4063,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133086,0.0128,0,0,0.255,Low,0.0033,39.0,12.0,12.0,Standard,Standard retention nurture
133087,0.9996,1,1,0.0897,Critical,0.0897,3083.0,925.0,425.0,Basic,Relationship manager follow-up
133088,0.0,0,0,0.3364,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133089,0.0,0,0,0.1553,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133090,0.0,0,0,0.3063,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133091,0.0,0,0,0.543,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
133092,0.9989,1,1,0.2313,Critical,0.231,7741.0,2322.0,1822.0,Basic,Relationship manager follow-up
133093,0.0002,0,0,0.3155,Low,0.0001,1.0,0.0,0.0,Standard,Standard retention nurture
133094,0.0003,0,0,0.3907,Low,0.0001,5.0,2.0,2.0,Standard,Standard retention nurture
133095,0.0,0,0,0.4076,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133096,0.0,0,0,0.4061,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133097,0.0,0,0,0.2496,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133098,0.0,0,0,0.5354,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
133099,0.0009,0,0,0.9307,Low,0.0008,29.0,9.0,9.0,Elite,Standard retention nurture
133100,0.0003,0,0,0.2336,Low,0.0001,1.0,0.0,0.0,Basic,Standard retention nurture
133101,0.0,0,0,0.3282,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133102,0.0,0,0,0.2846,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133103,1.0,1,1,0.267,Critical,0.267,8740.0,2622.0,2122.0,Standard,Relationship manager follow-up
133104,0.0,0,0,0.132,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133105,0.0,0,0,0.8612,Low,0.0,0.0,0.0,0.0,Elite,Standard retention nurture
133106,0.0,0,0,0.3171,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133107,0.0,0,0,0.2153,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133108,0.0001,0,0,0.2741,Low,0.0,1.0,0.0,0.0,Standard,Standard retention nurture
133109,0.0178,0,0,0.2319,Low,0.0041,228.0,68.0,68.0,Basic,Standard retention nurture
133110,0.0002,0,0,0.3276,Low,0.0001,3.0,1.0,1.0,Standard,Standard retention nurture
133111,0.0017,0,0,0.5464,Low,0.0009,38.0,11.0,11.0,Premium,Standard retention nurture
133112,0.0007,0,0,0.2306,Low,0.0002,5.0,2.0,2.0,Basic,Standard retention nurture
133113,1.0,1,1,0.397,Critical,0.397,9606.0,2882.0,2382.0,Standard,Relationship manager follow-up
133114,0.0003,0,0,0.2062,Low,0.0001,1.0,0.0,0.0,Basic,Standard retention nurture
133115,0.9981,1,1,0.1057,Critical,0.1055,2645.0,794.0,294.0,Basic,Relationship manager follow-up
133116,0.9886,1,1,0.1712,Critical,0.1692,3920.0,1176.0,676.0,Basic,Relationship manager follow-up
133117,0.0001,0,0,0.2648,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133118,0.0,0,0,0.6089,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
133119,0.0005,0,0,0.5683,Low,0.0003,13.0,4.0,4.0,Premium,Standard retention nurture
133120,0.8777,1,1,0.2342,Critical,0.2056,8236.0,2471.0,1971.0,Basic,Relationship manager follow-up
133121,0.9579,1,1,0.335,Critical,0.3209,9263.0,2779.0,2279.0,Standard,Relationship manager follow-up
133122,0.0,0,0,0.337,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133123,0.0,0,0,0.4344,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133124,0.0,0,0,0.1859,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133125,0.0004,0,0,0.4346,Low,0.0002,5.0,2.0,2.0,Standard,Standard retention nurture
133126,0.0005,0,0,0.4,Low,0.0002,12.0,4.0,4.0,Standard,Standard retention nurture
133127,0.9993,1,1,0.1325,Critical,0.1324,1822.0,547.0,47.0,Basic,Relationship manager follow-up
133128,0.0,0,0,0.4935,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133129,0.0,0,0,0.3104,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133130,0.0,0,0,0.4975,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133131,0.0005,0,0,0.3733,Low,0.0002,5.0,2.0,2.0,Standard,Standard retention nurture
133132,0.0,0,0,0.7144,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
133133,0.0005,0,0,0.2758,Low,0.0001,5.0,2.0,2.0,Standard,Standard retention nurture
133134,1.0,1,1,0.1362,Critical,0.1362,5686.0,1706.0,1206.0,Basic,Relationship manager follow-up
133135,0.0,0,0,0.2251,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133136,0.0,0,0,0.5551,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
133137,0.996,1,1,0.2414,Critical,0.2404,7514.0,2254.0,1754.0,Basic,Relationship manager follow-up
133138,0.0,0,0,0.7442,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
133139,0.0,0,0,0.4066,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133140,0.0,0,0,0.2366,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133141,0.0,0,0,0.3246,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133142,0.0,0,0,0.3062,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133143,0.0004,0,0,0.4439,Low,0.0002,7.0,2.0,2.0,Standard,Standard retention nurture
133144,1.0,1,1,0.0813,Critical,0.0813,3391.0,1017.0,517.0,Basic,Relationship manager follow-up
133145,0.0,0,0,0.3179,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133146,0.0,0,0,0.1568,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133147,1.0,1,1,0.2747,Critical,0.2747,6293.0,1888.0,1388.0,Standard,Relationship manager follow-up
133148,0.9976,1,1,0.548,Critical,0.5467,19379.0,5814.0,5314.0,Premium,Relationship manager follow-up
133149,0.0011,0,0,0.1315,Low,0.0001,6.0,2.0,2.0,Basic,Standard retention nurture
133150,1.0,1,1,0.1778,Critical,0.1778,4406.0,1322.0,822.0,Basic,Relationship manager follow-up
133151,0.0,0,0,0.1868,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133152,0.0053,0,0,0.248,Low,0.0013,40.0,12.0,12.0,Basic,Standard retention nurture
133153,1.0,1,1,0.0972,Critical,0.0972,2633.0,790.0,290.0,Basic,Relationship manager follow-up
133154,0.0002,0,0,0.2756,Low,0.0001,1.0,0.0,0.0,Standard,Standard retention nurture
133155,0.0058,0,0,0.46,Low,0.0027,129.0,39.0,39.0,Standard,Standard retention nurture
133156,1.0,1,1,0.1102,Critical,0.1102,1739.0,522.0,22.0,Basic,Relationship manager follow-up
133157,1.0,1,1,0.1593,Critical,0.1593,3028.0,908.0,408.0,Basic,Relationship manager follow-up
133158,0.0004,0,0,0.3542,Low,0.0001,5.0,2.0,2.0,Standard,Standard retention nurture
133159,0.0,0,0,0.4288,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133160,0.0254,0,0,0.2198,Low,0.0056,84.0,25.0,25.0,Basic,Standard retention nurture
133161,1.0,1,1,0.0682,Critical,0.0682,2712.0,814.0,314.0,Basic,Relationship manager follow-up
133162,0.0002,0,0,0.2932,Low,0.0001,2.0,1.0,1.0,Standard,Standard retention nurture
133163,0.0,0,0,0.5523,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
133164,0.0,0,0,0.2017,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133165,0.0012,0,0,0.7567,Low,0.0009,44.0,13.0,13.0,Elite,Standard retention nurture
133166,0.8812,1,0,0.1689,Critical,0.1488,3315.0,994.0,494.0,Basic,Relationship manager follow-up
133167,0.0,0,0,0.422,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133168,0.0001,0,0,0.3873,Low,0.0,1.0,0.0,0.0,Standard,Standard retention nurture
133169,0.0,0,0,0.4104,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133170,0.0,0,0,0.3633,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133171,0.0,0,0,0.3263,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133172,0.0001,0,0,0.4833,Low,0.0,2.0,1.0,1.0,Standard,Standard retention nurture
133173,0.0,0,0,0.1401,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133174,0.0001,0,0,0.2884,Low,0.0,1.0,0.0,0.0,Standard,Standard retention nurture
133175,0.9998,1,1,0.3182,Critical,0.3181,11537.0,3461.0,2961.0,Standard,Relationship manager follow-up
133176,0.0104,0,0,0.2109,Low,0.0022,51.0,15.0,15.0,Basic,Standard retention nurture
133177,0.0,0,0,0.2452,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133178,0.4778,1,0,0.4658,Medium,0.2226,9781.0,2934.0,2434.0,Standard,Relationship manager follow-up
133179,0.0,0,0,0.3417,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133180,0.0,0,0,0.3094,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133181,0.9822,1,1,0.1381,Critical,0.1356,5454.0,1636.0,1136.0,Basic,Relationship manager follow-up
133182,0.0001,0,0,0.2534,Low,0.0,1.0,0.0,0.0,Standard,Standard retention nurture
133183,1.0,1,1,0.0947,Critical,0.0947,3967.0,1190.0,690.0,Basic,Relationship manager follow-up
133184,0.7377,1,1,0.4631,High,0.3416,15661.0,4698.0,4198.0,Standard,Relationship manager follow-up
133185,0.0001,0,0,0.7434,Low,0.0001,2.0,1.0,1.0,Premium,Standard retention nurture
133186,0.0,0,0,0.7684,Low,0.0,0.0,0.0,0.0,Elite,Standard retention nurture
133187,0.0,0,0,0.3319,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133188,0.0,0,0,0.4616,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133189,0.0,0,0,0.3019,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133190,0.0,0,0,0.6716,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
133191,0.0,0,0,0.4908,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133192,0.9998,1,1,0.1239,Critical,0.1239,1608.0,482.0,-18.0,Basic,Relationship manager follow-up
133193,0.0,0,0,0.2519,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133194,0.0003,0,0,0.1289,Low,0.0,1.0,0.0,0.0,Basic,Standard retention nurture
133195,0.0,0,0,0.4078,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133196,0.0,0,0,0.3346,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133197,0.0,0,0,0.6078,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
133198,0.0,0,0,0.2128,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133199,0.0072,0,0,0.3258,Low,0.0023,70.0,21.0,21.0,Standard,Standard retention nurture
133200,0.0,0,0,0.1118,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133201,0.0,0,0,0.6508,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
133202,0.0002,0,0,0.7374,Low,0.0001,7.0,2.0,2.0,Premium,Standard retention nurture
133203,1.0,1,1,0.3588,Critical,0.3588,11642.0,3493.0,2993.0,Standard,Relationship manager follow-up
133204,0.9999,1,1,0.2505,Critical,0.2505,12059.0,3618.0,3118.0,Standard,Relationship manager follow-up
133205,0.0,0,0,0.1429,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133206,0.0,0,0,0.3163,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133207,0.9684,1,1,0.2324,Critical,0.2251,3373.0,1012.0,512.0,Basic,Relationship manager follow-up
133208,0.0,0,0,0.2841,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133209,0.9874,1,1,0.1182,Critical,0.1167,3001.0,900.0,400.0,Basic,Relationship manager follow-up
133210,0.0004,0,0,0.7843,Low,0.0003,15.0,4.0,4.0,Elite,Standard retention nurture
133211,0.0,0,0,0.3661,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133212,0.0009,0,0,0.3426,Low,0.0003,7.0,2.0,2.0,Standard,Standard retention nurture
133213,0.0,0,0,0.8806,Low,0.0,0.0,0.0,0.0,Elite,Standard retention nurture
133214,0.0596,0,0,0.185,Low,0.011,417.0,125.0,125.0,Basic,Standard retention nurture
133215,0.0002,0,0,0.4883,Low,0.0001,3.0,1.0,1.0,Standard,Standard retention nurture
133216,0.0001,0,0,0.2027,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133217,0.0,0,0,0.5822,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
133218,0.9997,1,1,0.4257,Critical,0.4256,13019.0,3906.0,3406.0,Standard,Relationship manager follow-up
133219,0.0003,0,0,0.2779,Low,0.0001,2.0,1.0,1.0,Standard,Standard retention nurture
133220,0.0004,0,0,0.2217,Low,0.0001,3.0,1.0,1.0,Basic,Standard retention nurture
133221,0.001,0,0,0.7785,Low,0.0008,37.0,11.0,11.0,Elite,Standard retention nurture
133222,0.0,0,0,0.4642,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133223,0.9919,1,1,0.3072,Critical,0.3047,6541.0,1962.0,1462.0,Standard,Relationship manager follow-up
133224,0.0016,0,0,0.5436,Low,0.0009,30.0,9.0,9.0,Premium,Standard retention nurture
133225,0.0003,0,0,0.2948,Low,0.0001,3.0,1.0,1.0,Standard,Standard retention nurture
133226,0.9986,1,1,0.1475,Critical,0.1473,2158.0,647.0,147.0,Basic,Relationship manager follow-up
133227,0.0,0,0,0.1166,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133228,0.0,0,0,0.2961,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133229,0.9997,1,1,0.214,Critical,0.2139,5885.0,1766.0,1266.0,Basic,Relationship manager follow-up
133230,0.0001,0,0,0.2683,Low,0.0,1.0,0.0,0.0,Standard,Standard retention nurture
133231,0.0013,0,0,0.3883,Low,0.0005,22.0,7.0,7.0,Standard,Standard retention nurture
133232,0.0,0,0,0.4117,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133233,0.0,0,0,0.4917,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133234,0.0033,0,0,0.2662,Low,0.0009,28.0,8.0,8.0,Standard,Standard retention nurture
133235,0.0,0,0,0.2796,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133236,0.0,0,0,0.3048,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133237,0.0,0,0,0.443,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133238,0.0001,0,0,0.8438,Low,0.0001,4.0,1.0,1.0,Elite,Standard retention nurture
133239,0.9895,1,1,0.0957,Critical,0.0947,2782.0,835.0,335.0,Basic,Relationship manager follow-up
133240,0.0156,0,0,0.3895,Low,0.0061,327.0,98.0,98.0,Standard,Standard retention nurture
133241,0.0013,0,0,0.7666,Low,0.001,48.0,14.0,14.0,Elite,Standard retention nurture
133242,0.9951,1,1,0.737,Critical,0.7334,36403.0,10921.0,10421.0,Premium,Relationship manager follow-up
133243,0.0002,0,0,0.7833,Low,0.0002,7.0,2.0,2.0,Elite,Standard retention nurture
133244,0.0001,0,0,0.3362,Low,0.0,1.0,0.0,0.0,Standard,Standard retention nurture
133245,0.0,0,0,0.385,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133246,0.0,0,0,0.2368,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133247,0.999,1,1,0.2683,Critical,0.268,8016.0,2405.0,1905.0,Standard,Relationship manager follow-up
133248,0.0002,0,0,0.4374,Low,0.0001,4.0,1.0,1.0,Standard,Standard retention nurture
133249,0.0001,0,0,0.2952,Low,0.0,1.0,0.0,0.0,Standard,Standard retention nurture
133250,0.0002,0,0,0.3473,Low,0.0001,1.0,0.0,0.0,Standard,Standard retention nurture
133251,0.0002,0,0,0.1938,Low,0.0,1.0,0.0,0.0,Basic,Standard retention nurture
133252,0.0,0,0,0.4149,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133253,0.0002,0,0,0.2936,Low,0.0001,3.0,1.0,1.0,Standard,Standard retention nurture
133254,0.0,0,0,0.3128,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133255,0.0001,0,0,0.8279,Low,0.0001,3.0,1.0,1.0,Elite,Standard retention nurture
133256,0.0,0,0,0.3631,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133257,0.0,0,0,0.3502,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133258,0.0,0,0,0.4117,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133259,0.0,0,0,0.2003,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133260,0.0,0,0,0.7649,Low,0.0,0.0,0.0,0.0,Elite,Standard retention nurture
133261,0.0,0,0,0.4251,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133262,0.0,0,0,0.2937,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133263,0.0,0,0,0.4659,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133264,0.0,0,0,0.1617,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133265,0.0,0,0,0.258,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133266,0.0027,0,0,0.4239,Low,0.0011,43.0,13.0,13.0,Standard,Standard retention nurture
133267,0.0017,0,0,0.1982,Low,0.0003,13.0,4.0,4.0,Basic,Standard retention nurture
133268,0.0022,0,0,0.2143,Low,0.0005,18.0,5.0,5.0,Basic,Standard retention nurture
133269,0.0,0,0,0.3288,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133270,0.9992,1,1,0.0499,Critical,0.0499,1990.0,597.0,97.0,Basic,Relationship manager follow-up
133271,0.0,0,0,0.2287,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
133272,0.0,0,0,0.2797,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133273,0.0061,0,0,0.125,Low,0.0008,25.0,8.0,8.0,Basic,Standard retention nurture
133274,0.0,0,0,0.2519,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
133275,0.0002,0,0,0.2677,Low,0.0001,1.0,0.0,0.0,Standard,Standard retention nurture
133276,1.0,1,1,0.253,Critical,0.253,5158.0,1547.0,1047.0,Standard,Relationship manager follow-up
133277,0.9997,1,1,0.105,Critical,0.105,2311.0,693.0,193.0,Basic,Relationship manager follow-up
133278,0.0,0,0,0.4239,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
