customer_id,churn_probability,churn_prediction,actual_churn,customer_value,risk_tier,priority_score,revenue_at_risk,recoverable_revenue,net_benefit,wealth_tier,recommended_action,customer_lifetime_value,intervention_cost,expected_recovery,roi,roi_category
133319,0.9998,1,1,0.1719,Critical,0.1719,6071.0,1821.0,1321.0,Basic,Relationship manager follow-up,0,500,1821.0,2.64,Low ROI (0-10x)
133346,0.9992,1,1,0.3831,Critical,0.3828,18483.0,5545.0,5045.0,Standard,Relationship manager follow-up,0,500,5545.0,10.09,Medium ROI (10-50x)
133350,1.0,1,1,0.1128,Critical,0.1128,3905.0,1172.0,672.0,Basic,Relationship manager follow-up,0,500,1172.0,1.34,Low ROI (0-10x)
133354,0.9999,1,1,0.1977,Critical,0.1977,3553.0,1066.0,566.0,Basic,Relationship manager follow-up,0,500,1066.0,1.13,Low ROI (0-10x)
133362,1.0,1,1,0.1859,Critical,0.1859,6563.0,1969.0,1469.0,Basic,Relationship manager follow-up,0,500,1969.0,2.94,Low ROI (0-10x)
133368,0.9999,1,1,0.217,Critical,0.217,2758.0,827.0,327.0,Basic,Relationship manager follow-up,0,500,827.0,0.65,Low ROI (0-10x)
133375,0.9975,1,1,0.3156,Critical,0.3148,10364.0,3109.0,2609.0,Standard,Relationship manager follow-up,0,500,3109.0,5.22,Low ROI (0-10x)
133377,1.0,1,1,0.1302,Critical,0.1302,2490.0,747.0,247.0,Basic,Relationship manager follow-up,0,500,747.0,0.49,Low ROI (0-10x)
133380,0.9868,1,1,0.2314,Critical,0.2283,4122.0,1237.0,737.0,Basic,Relationship manager follow-up,0,500,1237.0,1.47,Low ROI (0-10x)
133381,1.0,1,1,0.0924,Critical,0.0924,3688.0,1106.0,606.0,Basic,Relationship manager follow-up,0,500,1106.0,1.21,Low ROI (0-10x)
133384,0.9752,1,1,0.1284,Critical,0.1252,2573.0,772.0,272.0,Basic,Relationship manager follow-up,0,500,772.0,0.54,Low ROI (0-10x)
133385,0.6524,1,0,0.2525,High,0.1647,8416.0,2525.0,2025.0,Standard,Relationship manager follow-up,0,500,2525.0,4.05,Low ROI (0-10x)
133391,1.0,1,1,0.1525,Critical,0.1525,6024.0,1807.0,1307.0,Basic,Relationship manager follow-up,0,500,1807.0,2.61,Low ROI (0-10x)
133393,0.1248,1,0,0.4568,Low,0.057,1870.0,561.0,61.0,Standard,Relationship manager follow-up,0,500,561.0,0.12,Low ROI (0-10x)
133395,0.9999,1,1,0.3361,Critical,0.3361,7831.0,2349.0,1849.0,Standard,Relationship manager follow-up,0,500,2349.0,3.7,Low ROI (0-10x)
133406,0.9894,1,1,0.698,Critical,0.6906,31784.0,9535.0,9035.0,Premium,Relationship manager follow-up,0,500,9535.0,18.07,Medium ROI (10-50x)
133410,1.0,1,1,0.0566,Critical,0.0566,1975.0,592.0,92.0,Basic,Relationship manager follow-up,0,500,592.0,0.18,Low ROI (0-10x)
133415,0.9644,1,1,0.3966,Critical,0.3825,13795.0,4138.0,3638.0,Standard,Relationship manager follow-up,0,500,4138.0,7.28,Low ROI (0-10x)
133417,0.9934,1,1,0.1728,Critical,0.1717,5056.0,1517.0,1017.0,Basic,Relationship manager follow-up,0,500,1517.0,2.03,Low ROI (0-10x)
133420,0.9995,1,1,0.1627,Critical,0.1626,3141.0,942.0,442.0,Basic,Relationship manager follow-up,0,500,942.0,0.88,Low ROI (0-10x)
133427,0.9999,1,1,0.2268,Critical,0.2268,7715.0,2314.0,1814.0,Basic,Relationship manager follow-up,0,500,2314.0,3.63,Low ROI (0-10x)
133442,0.9496,1,1,0.3139,Critical,0.2981,9881.0,2964.0,2464.0,Standard,Relationship manager follow-up,0,500,2964.0,4.93,Low ROI (0-10x)
133444,0.9998,1,1,0.2076,Critical,0.2076,6443.0,1933.0,1433.0,Basic,Relationship manager follow-up,0,500,1933.0,2.87,Low ROI (0-10x)
133448,0.9942,1,1,0.1699,Critical,0.1689,6575.0,1972.0,1472.0,Basic,Relationship manager follow-up,0,500,1972.0,2.94,Low ROI (0-10x)
133452,0.9999,1,1,0.1685,Critical,0.1685,4452.0,1336.0,836.0,Basic,Relationship manager follow-up,0,500,1336.0,1.67,Low ROI (0-10x)
133464,0.9989,1,1,0.5498,Critical,0.5492,16429.0,4929.0,4429.0,Premium,Relationship manager follow-up,0,500,4929.0,8.86,Low ROI (0-10x)
133465,0.9954,1,1,0.7316,Critical,0.7282,27469.0,8241.0,7741.0,Premium,Relationship manager follow-up,0,500,8241.0,15.48,Medium ROI (10-50x)
133467,0.6584,1,0,0.4333,High,0.2853,10247.0,3074.0,2574.0,Standard,Relationship manager follow-up,0,500,3074.0,5.15,Low ROI (0-10x)
133469,1.0,1,1,0.2634,Critical,0.2634,10135.0,3040.0,2540.0,Standard,Relationship manager follow-up,0,500,3040.0,5.08,Low ROI (0-10x)
133471,1.0,1,1,0.2951,Critical,0.2951,9793.0,2938.0,2438.0,Standard,Relationship manager follow-up,0,500,2938.0,4.88,Low ROI (0-10x)
133480,0.9897,1,1,0.1809,Critical,0.179,7449.0,2235.0,1735.0,Basic,Relationship manager follow-up,0,500,2235.0,3.47,Low ROI (0-10x)
133481,0.9995,1,1,0.095,Critical,0.095,2742.0,823.0,323.0,Basic,Relationship manager follow-up,0,500,823.0,0.65,Low ROI (0-10x)
133482,0.1932,1,0,0.5501,Low,0.1063,3902.0,1171.0,671.0,Premium,Relationship manager follow-up,0,500,1171.0,1.34,Low ROI (0-10x)
133487,0.9443,1,1,0.2583,Critical,0.2439,9832.0,2950.0,2450.0,Standard,Relationship manager follow-up,0,500,2950.0,4.9,Low ROI (0-10x)
133494,0.2577,1,0,0.1346,Low,0.0347,684.0,205.0,-295.0,Basic,Relationship manager follow-up,0,500,205.0,-0.59,Negative ROI
133497,0.9998,1,1,0.4057,Critical,0.4056,6941.0,2082.0,1582.0,Standard,Relationship manager follow-up,0,500,2082.0,3.16,Low ROI (0-10x)
133498,0.9989,1,1,0.0716,Critical,0.0715,2655.0,796.0,296.0,Basic,Relationship manager follow-up,0,500,796.0,0.59,Low ROI (0-10x)
133510,1.0,1,1,0.1553,Critical,0.1553,5170.0,1551.0,1051.0,Basic,Relationship manager follow-up,0,500,1551.0,2.1,Low ROI (0-10x)
133513,0.9985,1,1,0.2698,Critical,0.2694,8823.0,2647.0,2147.0,Standard,Relationship manager follow-up,0,500,2647.0,4.29,Low ROI (0-10x)
133520,0.9998,1,1,0.1281,Critical,0.1281,1463.0,439.0,-61.0,Basic,Relationship manager follow-up,0,500,439.0,-0.12,Negative ROI
133531,0.1312,1,0,0.5301,Low,0.0695,3188.0,956.0,456.0,Premium,Relationship manager follow-up,0,500,956.0,0.91,Low ROI (0-10x)
133532,0.9911,1,1,0.3513,Critical,0.3482,10769.0,3231.0,2731.0,Standard,Relationship manager follow-up,0,500,3231.0,5.46,Low ROI (0-10x)
133539,1.0,1,1,0.2444,Critical,0.2444,6773.0,2032.0,1532.0,Basic,Relationship manager follow-up,0,500,2032.0,3.06,Low ROI (0-10x)
133540,0.9996,1,1,0.1223,Critical,0.1223,1529.0,459.0,-41.0,Basic,Relationship manager follow-up,0,500,459.0,-0.08,Negative ROI
133541,0.9974,1,1,0.1116,Critical,0.1113,3899.0,1170.0,670.0,Basic,Relationship manager follow-up,0,500,1170.0,1.34,Low ROI (0-10x)
133542,1.0,1,1,0.1451,Critical,0.1451,3201.0,960.0,460.0,Basic,Relationship manager follow-up,0,500,960.0,0.92,Low ROI (0-10x)
133544,0.9977,1,1,0.2709,Critical,0.2703,9808.0,2942.0,2442.0,Standard,Relationship manager follow-up,0,500,2942.0,4.88,Low ROI (0-10x)
133545,0.7329,1,1,0.3053,High,0.2238,5418.0,1625.0,1125.0,Standard,Relationship manager follow-up,0,500,1625.0,2.25,Low ROI (0-10x)
133546,0.99,1,1,0.159,Critical,0.1574,6996.0,2099.0,1599.0,Basic,Relationship manager follow-up,0,500,2099.0,3.2,Low ROI (0-10x)
133547,0.9999,1,1,0.0516,Critical,0.0516,2264.0,679.0,179.0,Basic,Relationship manager follow-up,0,500,679.0,0.36,Low ROI (0-10x)
133555,0.1124,1,0,0.3808,Low,0.0428,1586.0,476.0,-24.0,Standard,Relationship manager follow-up,0,500,476.0,-0.05,Negative ROI
133557,1.0,1,1,0.2,Critical,0.2,8459.0,2538.0,2038.0,Basic,Relationship manager follow-up,0,500,2538.0,4.08,Low ROI (0-10x)
133572,0.9997,1,1,0.1278,Critical,0.1278,2957.0,887.0,387.0,Basic,Relationship manager follow-up,0,500,887.0,0.77,Low ROI (0-10x)
133577,0.9795,1,1,0.2909,Critical,0.2849,9599.0,2880.0,2380.0,Standard,Relationship manager follow-up,0,500,2880.0,4.76,Low ROI (0-10x)
133596,0.9984,1,1,0.3473,Critical,0.3467,10530.0,3159.0,2659.0,Standard,Relationship manager follow-up,0,500,3159.0,5.32,Low ROI (0-10x)
133600,0.3469,1,0,0.1866,Low,0.0647,2367.0,710.0,210.0,Basic,Relationship manager follow-up,0,500,710.0,0.42,Low ROI (0-10x)
133609,0.8828,1,1,0.2285,Critical,0.2017,2330.0,699.0,199.0,Basic,Relationship manager follow-up,0,500,699.0,0.4,Low ROI (0-10x)
133612,1.0,1,1,0.1732,Critical,0.1732,3952.0,1186.0,686.0,Basic,Relationship manager follow-up,0,500,1186.0,1.37,Low ROI (0-10x)
133618,0.9843,1,1,0.225,Critical,0.2215,6767.0,2030.0,1530.0,Basic,Relationship manager follow-up,0,500,2030.0,3.06,Low ROI (0-10x)
133623,0.9821,1,1,0.3651,Critical,0.3586,11859.0,3558.0,3058.0,Standard,Relationship manager follow-up,0,500,3558.0,6.12,Low ROI (0-10x)
133627,1.0,1,1,0.1349,Critical,0.1349,4523.0,1357.0,857.0,Basic,Relationship manager follow-up,0,500,1357.0,1.71,Low ROI (0-10x)
133629,1.0,1,1,0.1878,Critical,0.1878,6623.0,1987.0,1487.0,Basic,Relationship manager follow-up,0,500,1987.0,2.97,Low ROI (0-10x)
133639,1.0,1,1,0.2992,Critical,0.2992,9124.0,2737.0,2237.0,Standard,Relationship manager follow-up,0,500,2737.0,4.47,Low ROI (0-10x)
133644,0.9995,1,1,0.1151,Critical,0.115,3002.0,901.0,401.0,Basic,Relationship manager follow-up,0,500,901.0,0.8,Low ROI (0-10x)
133655,1.0,1,1,0.3026,Critical,0.3026,12054.0,3616.0,3116.0,Standard,Relationship manager follow-up,0,500,3616.0,6.23,Low ROI (0-10x)
133658,1.0,1,1,0.1299,Critical,0.1299,3803.0,1141.0,641.0,Basic,Relationship manager follow-up,0,500,1141.0,1.28,Low ROI (0-10x)
133672,0.2527,1,0,0.2986,Low,0.0755,2908.0,872.0,372.0,Standard,Relationship manager follow-up,0,500,872.0,0.74,Low ROI (0-10x)
133675,0.9976,1,1,0.2113,Critical,0.2108,7833.0,2350.0,1850.0,Basic,Relationship manager follow-up,0,500,2350.0,3.7,Low ROI (0-10x)
133677,0.5301,1,1,0.3136,Medium,0.1662,6469.0,1941.0,1441.0,Standard,Relationship manager follow-up,0,500,1941.0,2.88,Low ROI (0-10x)
133678,0.9998,1,1,0.1696,Critical,0.1696,7028.0,2108.0,1608.0,Basic,Relationship manager follow-up,0,500,2108.0,3.22,Low ROI (0-10x)
133693,1.0,1,1,0.1707,Critical,0.1707,5062.0,1519.0,1019.0,Basic,Relationship manager follow-up,0,500,1519.0,2.04,Low ROI (0-10x)
133697,0.9961,1,1,0.0881,Critical,0.0878,2349.0,705.0,205.0,Basic,Relationship manager follow-up,0,500,705.0,0.41,Low ROI (0-10x)
133701,0.9969,1,1,0.1918,Critical,0.1912,6333.0,1900.0,1400.0,Basic,Relationship manager follow-up,0,500,1900.0,2.8,Low ROI (0-10x)
133702,0.9999,1,1,0.1495,Critical,0.1495,1958.0,587.0,87.0,Basic,Relationship manager follow-up,0,500,587.0,0.17,Low ROI (0-10x)
133715,0.9938,1,1,0.2856,Critical,0.2838,8108.0,2432.0,1932.0,Standard,Relationship manager follow-up,0,500,2432.0,3.86,Low ROI (0-10x)
133725,0.9235,1,1,0.2459,Critical,0.2271,7535.0,2260.0,1760.0,Basic,Relationship manager follow-up,0,500,2260.0,3.52,Low ROI (0-10x)
133727,0.9989,1,1,0.3524,Critical,0.352,11397.0,3419.0,2919.0,Standard,Relationship manager follow-up,0,500,3419.0,5.84,Low ROI (0-10x)
133730,0.9998,1,1,0.3658,Critical,0.3657,17403.0,5221.0,4721.0,Standard,Relationship manager follow-up,0,500,5221.0,9.44,Low ROI (0-10x)
133732,1.0,1,1,0.1231,Critical,0.1231,3492.0,1048.0,548.0,Basic,Relationship manager follow-up,0,500,1048.0,1.1,Low ROI (0-10x)
133734,0.9998,1,1,0.2686,Critical,0.2685,7400.0,2220.0,1720.0,Standard,Relationship manager follow-up,0,500,2220.0,3.44,Low ROI (0-10x)
133735,1.0,1,1,0.1333,Critical,0.1333,2875.0,862.0,362.0,Basic,Relationship manager follow-up,0,500,862.0,0.72,Low ROI (0-10x)
133739,0.9983,1,1,0.1605,Critical,0.1602,5488.0,1646.0,1146.0,Basic,Relationship manager follow-up,0,500,1646.0,2.29,Low ROI (0-10x)
133748,0.9997,1,1,0.1539,Critical,0.1539,3633.0,1090.0,590.0,Basic,Relationship manager follow-up,0,500,1090.0,1.18,Low ROI (0-10x)
133762,0.9997,1,1,0.0897,Critical,0.0897,1743.0,523.0,23.0,Basic,Relationship manager follow-up,0,500,523.0,0.05,Low ROI (0-10x)
133763,1.0,1,1,0.0878,Critical,0.0878,979.0,294.0,-206.0,Basic,Relationship manager follow-up,0,500,294.0,-0.41,Negative ROI
133771,0.9996,1,1,0.1123,Critical,0.1123,4981.0,1494.0,994.0,Basic,Relationship manager follow-up,0,500,1494.0,1.99,Low ROI (0-10x)
133772,0.999,1,1,0.1404,Critical,0.1403,3533.0,1060.0,560.0,Basic,Relationship manager follow-up,0,500,1060.0,1.12,Low ROI (0-10x)
133774,0.1849,1,0,0.6503,Low,0.1202,5980.0,1794.0,1294.0,Premium,Relationship manager follow-up,0,500,1794.0,2.59,Low ROI (0-10x)
133777,0.8444,1,1,0.4775,Critical,0.4032,13355.0,4006.0,3506.0,Standard,Relationship manager follow-up,0,500,4006.0,7.01,Low ROI (0-10x)
133778,0.1231,1,0,0.3742,Low,0.0461,1693.0,508.0,8.0,Standard,Relationship manager follow-up,0,500,508.0,0.02,Low ROI (0-10x)
133786,1.0,1,1,0.0303,Critical,0.0303,1703.0,511.0,11.0,Basic,Relationship manager follow-up,0,500,511.0,0.02,Low ROI (0-10x)
133793,0.9991,1,1,0.2059,Critical,0.2057,7718.0,2315.0,1815.0,Basic,Relationship manager follow-up,0,500,2315.0,3.63,Low ROI (0-10x)
133796,1.0,1,1,0.091,Critical,0.091,1905.0,572.0,72.0,Basic,Relationship manager follow-up,0,500,572.0,0.14,Low ROI (0-10x)
133807,0.9775,1,1,0.5531,Critical,0.5407,17924.0,5377.0,4877.0,Premium,Relationship manager follow-up,0,500,5377.0,9.75,Low ROI (0-10x)
133814,0.9991,1,1,0.0624,Critical,0.0623,3312.0,994.0,494.0,Basic,Relationship manager follow-up,0,500,994.0,0.99,Low ROI (0-10x)
133820,0.9999,1,1,0.2029,Critical,0.2029,5924.0,1777.0,1277.0,Basic,Relationship manager follow-up,0,500,1777.0,2.55,Low ROI (0-10x)
133823,1.0,1,1,0.2246,Critical,0.2246,10635.0,3190.0,2690.0,Basic,Relationship manager follow-up,0,500,3190.0,5.38,Low ROI (0-10x)
133831,0.9873,1,1,0.1736,Critical,0.1714,4171.0,1251.0,751.0,Basic,Relationship manager follow-up,0,500,1251.0,1.5,Low ROI (0-10x)
133840,0.9991,1,1,0.4278,Critical,0.4274,15038.0,4511.0,4011.0,Standard,Relationship manager follow-up,0,500,4511.0,8.02,Low ROI (0-10x)
133859,1.0,1,1,0.104,Critical,0.104,3751.0,1125.0,625.0,Basic,Relationship manager follow-up,0,500,1125.0,1.25,Low ROI (0-10x)
133867,0.9961,1,1,0.0474,Critical,0.0472,3658.0,1097.0,597.0,Basic,Relationship manager follow-up,0,500,1097.0,1.19,Low ROI (0-10x)
133870,0.9987,1,1,0.3043,Critical,0.3039,13197.0,3959.0,3459.0,Standard,Relationship manager follow-up,0,500,3959.0,6.92,Low ROI (0-10x)
133886,0.9995,1,1,0.2434,Critical,0.2433,6095.0,1828.0,1328.0,Basic,Relationship manager follow-up,0,500,1828.0,2.66,Low ROI (0-10x)
133891,0.9933,1,1,0.0528,Critical,0.0524,907.0,272.0,-228.0,Basic,Relationship manager follow-up,0,500,272.0,-0.46,Negative ROI
133893,0.9998,1,1,0.1317,Critical,0.1317,4313.0,1294.0,794.0,Basic,Relationship manager follow-up,0,500,1294.0,1.59,Low ROI (0-10x)
133897,0.9995,1,1,0.1778,Critical,0.1777,4754.0,1426.0,926.0,Basic,Relationship manager follow-up,0,500,1426.0,1.85,Low ROI (0-10x)
133904,0.9998,1,1,0.0732,Critical,0.0732,2671.0,801.0,301.0,Basic,Relationship manager follow-up,0,500,801.0,0.6,Low ROI (0-10x)
133917,0.9467,1,1,0.3428,Critical,0.3245,8687.0,2606.0,2106.0,Standard,Relationship manager follow-up,0,500,2606.0,4.21,Low ROI (0-10x)
133919,0.9996,1,1,0.1806,Critical,0.1805,6768.0,2030.0,1530.0,Basic,Relationship manager follow-up,0,500,2030.0,3.06,Low ROI (0-10x)
133929,1.0,1,1,0.1892,Critical,0.1892,6774.0,2032.0,1532.0,Basic,Relationship manager follow-up,0,500,2032.0,3.06,Low ROI (0-10x)
133936,0.9919,1,1,0.2017,Critical,0.2001,8905.0,2672.0,2172.0,Basic,Relationship manager follow-up,0,500,2672.0,4.34,Low ROI (0-10x)
133951,1.0,1,1,0.3317,Critical,0.3317,12252.0,3676.0,3176.0,Standard,Relationship manager follow-up,0,500,3676.0,6.35,Low ROI (0-10x)
133953,0.9999,1,1,0.2624,Critical,0.2624,7962.0,2389.0,1889.0,Standard,Relationship manager follow-up,0,500,2389.0,3.78,Low ROI (0-10x)
